Account, LUEs, InstalledMonth
021-0032700,1,633
021-0032800,1,633
021-0032900,1,633
021-0033000,1,619
021-0033100,1,632
021-0033200,1,632
021-0033300,1,633
021-0033400,1,609
021-0033500,1,632
021-0033600,1,624
021-0033700,1,632
021-0033800,1,631
021-0033900,1,624
021-0034000,1,620
021-0034100,1,583
021-0034200,1,633
021-0034300,1,624
021-0034400,1,624
021-0034500,1,631
021-0034600,1,633
021-0034700,1,618
021-0034900,1,633
021-0035000,1,632
021-0035100,1,633
021-0035200,1,623
021-0035300,1,632
021-0035400,1,633
021-0035500,1,633
021-0035600,1,624
021-0035602,1,585
021-0035700,1,633
021-0035800,1,631
021-0035900,1,637
021-0036000,1,613
021-0036100,1,624
021-0036200,1,620
021-0036300,1,627
021-0036400,1,632
021-0036500,1,633
021-0036525,1,633
021-0036700,1,634
021-0036800,1,633
021-0040000,1,633
021-0040100,1,624
021-0050000,1,632
021-0050100,1,624
021-0050200,1,633
021-0050300,1,624
021-0050400,1,633
021-0050500,1,620
021-0050600,1,633
021-0050700,1,580
021-0050800,1,635
021-0050900,1,627
021-0058753,1,625
021-0060000,1,624
021-0060100,1,620
021-0060200,1,627
021-0060300,1,624
021-0060400,1,627
021-0060500,1,627
021-0060600,1,605
021-0060700,1,627
021-0060900,1,621
021-0061000,1,604
021-0061100,1,613
021-0061200,1,633
021-0061300,1,624
021-0061400,1,627
021-0061500,1,624
021-0061600,1,603
021-0061700,1,624
021-0061800,1,632
021-0061900,1,633
021-0062000,1,633
021-0062100,1,625
021-0062200,1,630
021-0062300,1,633
021-0062400,1,633
021-0062500,1,633
021-0062600,1,583
021-0062700,1,624
021-0062800,1,604
021-0062900,1,632
021-0063100,1,636
021-0063200,1,632
021-0063300,1,618
021-0063400,1,627
021-0063500,1,635
021-0063600,1,613
021-0063700,1,625
021-0063800,1,633
021-0063900,1,627
021-0064000,1,624
021-0064100,1,632
021-0064101,1,633
021-0064200,1,632
021-0064300,1,555
021-0064400,1,624
021-0064500,1,618
021-0064600,1,605
021-0064700,1,620
021-0064800,1,635
021-0064811,1,620
021-0065000,1,627
021-0065100,1,627
021-0065200,1,627
021-0065300,1,630
021-0065400,1,634
021-0065500,1,613
021-0065512,1,581
021-0065600,1,627
021-0065700,1,627
021-0065900,1,633
021-0066000,1,627
021-0066100,1,627
021-0066200,1,627
021-0066400,1,627
021-0066500,1,632
021-0066600,1,613
021-0066700,1,630
021-0066800,1,627
021-0066900,1,627
021-0067000,1,620
021-0067100,1,624
021-0067200,1,624
021-0068500,1,624
021-0070000,1,598
021-0070100,1,633
021-0070200,1,627
021-0070300,1,630
021-0070400,1,633
021-0070600,1,633
021-0070800,1,633
021-0080000,1,606
021-0080100,1,627
021-0080200,1,627
021-0080300,1,627
021-0080500,1,627
021-0080600,1,613
021-0080700,1,633
021-0080800,1,625
021-0080900,1,624
021-0081000,1,632
021-0082000,1,632
021-0085234,1,627
021-0088004,1,618
021-0089521,1,604
021-0089562,1,583
021-0090000,1,609
021-0097458,1,608
021-0100000,1,620
021-0100800,1,633
021-0200150,1,624
021-0200160,1,633
021-0200170,1,632
021-0200180,1,630
021-0200190,1,633
021-0200200,1,633
021-0200210,1,635
021-0200220,1,633
021-0200230,1,624
021-0200240,1,556
021-0200250,1,556
021-0200260,1,632
021-0200280,1,633
021-0200300,1,633
021-0200400,1,633
021-0200600,1,633
021-0200700,1,624
021-0200800,1,624
021-0201000,1,633
021-0201100,1,556
021-0212000,1,627
021-0222226,1,633
021-0450000,1,556
021-0450002,1,633
021-0450005,1,606
021-0450010,1,633
021-0450012,1,633
021-0450015,1,624
021-0450020,1,624
021-0450025,1,624
021-0450030,1,633
021-0450032,1,633
021-0450035,1,606
021-0450038,1,632
021-0450040,1,633
021-0450042,1,633
021-0450045,1,633
021-0450048,1,632
021-0450050,1,633
021-0450052,1,633
021-0450055,1,633
021-0450058,1,595
021-0450060,1,604
021-0450062,1,623
021-0450065,1,620
021-0450068,1,630
021-0450070,1,624
021-0450072,1,632
021-0450075,1,633
021-0450078,1,631
021-0450080,1,633
021-0450082,1,632
021-0450085,1,624
021-0450087,1,620
021-0450090,1,613
021-0450092,1,637
021-0450095,1,610
021-0450100,1,633
021-0450105,1,633
021-0450110,1,623
021-0450115,1,629
021-0450120,1,633
021-0450125,1,606
021-0450130,1,633
021-0450140,1,604
021-0450145,1,603
021-0450150,1,633
021-0450155,1,627
021-0455000,1,633
021-0501002,1,633
021-0956380,1,616
021-1153000,1,614
021-1200000,1,633
021-1202121,1,555
021-1580000,1,633
021-2000000,1,556
021-2000005,1,633
021-2000010,1,603
021-2000012,1,633
021-2000020,1,633
021-2000030,1,633
021-2000040,1,603
021-2000050,1,624
021-2000054,1,633
021-2000070,1,600
021-2000080,1,555
021-2000090,1,556
021-2000100,1,633
021-2000110,1,633
021-2000120,1,625
021-2000130,1,625
021-2000200,1,632
021-2100210,1,632
021-2152011,1,633
021-2220000,1,605
021-2233334,1,633
021-2322222,1,633
021-2333334,1,633
021-2333337,1,633
021-2334334,1,624
021-2348522,1,633
021-2421003,1,613
021-2500123,1,632
021-2512000,1,600
021-2530122,1,606
021-2536985,1,627
021-2541201,1,631
021-2563211,1,624
021-2589965,1,633
021-2596541,1,610
021-2654785,1,632
021-3120000,1,609
021-3333335,1,633
021-3333336,1,633
021-3475210,1,633
021-3584112,1,633
021-4501010,1,613
021-6523011,1,618
021-9521000,1,635
021-9533333,1,633
021-9999999,1,633
023-0000001,1,568
023-0000002,1,569
023-0000003,1,574
023-0000004,1,568
023-0000005,5,578
023-0000006,1,568
023-0000007,1,568
023-0000008,1,569
023-0000009,1,573
023-0000010,1,573
023-0000011,1,570
023-0000012,1,570
023-0000013,1,570
023-0000014,1,569
023-0000015,1,569
023-0000016,1,576
023-0000017,1,569
023-0000018,1,572
023-0000019,1,572
023-0000020,1,572
023-0000022,1,572
023-0000023,1,572
023-0000024,1,583
023-0000025,1,572
023-0000027,1,572
023-0000029,1,573
023-0000031,1,575
023-0000032,1,577
023-0000033,1,573
023-0000034,1,584
023-0000035,1,572
023-0000036,1,572
023-0000037,1,572
023-0000038,1,573
023-0000039,1,573
023-0000040,1,572
023-0000041,1,584
023-0000042,1,578
023-0000043,1,573
023-0000045,1,574
023-0000046,1,573
023-0000047,1,575
023-0000048,1,576
023-0000049,1,575
023-0000050,1,573
023-0000051,1,576
023-0000052,1,577
023-0000053,1,576
023-0000054,1,591
023-0000055,1,575
023-0000056,1,577
023-0000058,1,578
023-0000059,1,579
023-0000060,1,580
023-0000061,1,580
023-0000063,1,580
023-0000065,1,581
023-0000070,1,586
023-0000071,1,584
023-0000072,1,586
023-0000073,1,586
023-0000090,1,578
023-0000095,1,585
023-0000096,1,584
023-0000097,1,584
023-0000098,1,584
023-0000115,1,584
023-0000132,1,587
023-0000133,1,593
023-0000135,1,599
023-0000163,1,592
023-0000164,1,592
023-0000165,1,582
023-0000166,1,588
023-0000168,1,582
023-0000169,1,585
023-0000196,1,584
023-0000197,1,584
023-0000343,1,610
023-0000344,1,610
023-0000345,1,610
023-0000346,1,610
023-0000347,1,611
023-0000348,1,611
023-0000465,1,609
023-0000521,1,601
023-0000542,1,607
023-0000697,1,605
023-0000852,1,610
023-0000956,1,609
023-0002569,1,622
023-0003698,1,618
023-0004144,1,618
023-0004253,1,615
023-0004258,1,626
023-0004477,1,618
023-0004486,1,615
023-0004582,1,612
023-0004583,1,611
023-0005133,1,601
023-0005238,1,611
023-0005243,1,609
023-0005428,1,619
023-0005487,1,617
023-0005840,1,618
023-0006358,1,603
023-0006359,1,603
023-0006532,1,611
023-0006735,1,615
023-0006983,1,612
023-0007488,1,637
023-0007853,1,614
023-0007866,1,615
023-0008542,1,614
023-0008950,1,615
023-0009647,1,615
023-0009680,1,627
023-0009876,1,607
023-0009912,1,615
023-0013903,1,580
023-0019654,1,584
023-0022611,1,614
023-0026988,1,630
023-0041802,1,640
023-0044660,1,615
023-0044685,1,615
023-0044773,1,615
023-0045873,1,635
023-0045895,1,617
023-0047800,1,616
023-0047852,1,630
023-0052643,1,616
023-0054779,1,617
023-0054920,1,625
023-0055433,1,623
023-0055563,1,613
023-0055774,1,616
023-0063599,1,624
023-0065264,1,615
023-0065890,1,617
023-0065891,1,615
023-0066992,1,616
023-0068532,1,577
023-0077225,1,612
023-0077889,1,625
023-0078845,1,615
023-0078873,1,616
023-0081917,1,616
023-0084116,1,616
023-0084441,1,618
023-0085420,1,617
023-0085447,1,617
023-0085746,1,616
023-0085920,1,616
023-0085953,1,615
023-0087250,1,616
023-0087749,1,623
023-0088009,1,616
023-0088229,1,616
023-0088773,1,614
023-0088844,1,613
023-0089504,1,616
023-0096580,1,616
023-0096584,1,616
023-0097451,1,607
023-0098747,1,608
023-0099220,1,630
023-0099358,1,615
023-0336655,1,627
023-0400992,1,619
023-0528877,1,616
023-0774580,1,616
023-0857200,1,616
023-0887711,1,614
024-0000002,1,606
024-0000003,1,584
024-0000004,1,571
024-0000005,1,636
024-0000006,1,600
024-0000007,1,604
024-0000008,1,590
024-0000009,1,632
024-0000010,1,627
024-0000011,1,629
024-0000012,1,609
024-0000013,1,632
024-0000014,1,573
024-0000015,1,632
024-0000016,1,632
024-0000017,1,628
024-0000018,1,633
024-0000019,1,583
024-0000020,1,627
024-0000021,1,632
024-0000022,1,632
024-0000023,1,614
024-0000024,1,632
024-0000025,1,632
024-0000026,1,632
024-0000027,1,632
024-0000028,1,632
024-0000029,1,632
024-0000030,1,627
024-0000031,1,627
024-0000032,1,627
024-0000033,1,632
024-0000034,1,632
024-0000035,1,630
024-0000036,1,620
024-0000037,1,631
024-0000038,1,632
024-0000039,1,632
024-0000040,1,632
024-0000041,1,632
024-0000042,1,631
024-0000043,1,632
024-0000044,1,580
024-0000045,1,631
024-0000046,1,591
024-0000047,1,574
024-0000048,1,632
024-0000049,1,633
024-0000050,1,632
024-0000051,1,620
024-0000052,1,631
024-0000053,1,648
024-0000054,1,581
024-0000055,1,616
024-0000056,1,582
024-0000057,1,586
024-0000058,1,633
024-0000059,1,636
024-0000060,1,635
024-0000061,1,627
024-0000062,1,632
024-0000063,1,632
024-0000064,1,582
024-0000065,1,579
024-0000066,1,583
024-0000067,1,632
024-0000068,1,632
024-0000069,1,633
024-0000070,1,620
024-0000071,1,632
024-0000072,1,632
024-0000073,1,582
024-0000074,1,598
024-0000075,1,636
024-0000076,1,632
024-0000077,1,632
024-0000078,1,581
024-0000079,1,618
024-0000080,1,631
024-0000081,1,632
024-0000082,1,582
024-0000083,1,587
024-0000084,1,582
024-0000085,1,631
024-0000086,1,630
024-0000087,1,581
024-0000088,1,631
024-0000089,1,582
024-0000090,1,633
024-0000091,1,583
024-0000092,1,583
024-0000093,1,625
024-0000094,1,581
024-0000095,1,631
024-0000096,1,580
024-0000097,1,586
024-0000098,1,593
024-0000099,1,583
024-0000100,1,582
024-0000101,1,581
024-0000102,1,581
024-0000103,1,581
024-0000104,1,581
024-0000105,1,583
024-0000106,1,633
024-0000107,1,583
024-0000108,1,582
024-0000109,1,583
024-0000110,1,583
024-0000111,1,590
024-0000112,1,633
024-0000115,1,588
024-0000116,1,584
024-0000117,1,633
024-0000118,1,582
024-0000119,1,587
024-0000120,1,588
024-0000121,1,582
024-0000122,1,582
024-0000123,1,633
024-0000124,1,633
024-0000125,1,595
024-0000126,1,583
024-0000127,1,633
024-0000128,3.3,620
024-0000129,5,635
024-0000130,5,635
024-0000131,5,635
024-0000132,1,592
024-0000133,1,635
024-0000134,1,624
024-0000135,1,587
024-0000136,1,585
024-0000137,1,583
024-0000138,1,583
024-0000140,1,585
024-0000143,1,595
024-0000144,1,602
024-0000150,1,632
024-0000152,1,585
024-0000153,1,614
024-0000154,1,620
024-0000155,1,583
024-0000156,1,581
024-0000157,1,620
024-0000158,1,583
024-0000159,1,583
024-0000160,1,583
024-0000161,1,588
024-0000162,1,633
024-0000163,1,583
024-0000164,1,583
024-0000165,1,582
024-0000166,1,633
024-0000167,1,582
024-0000168,1,584
024-0000169,1,585
024-0000170,1,588
024-0000171,1,584
024-0000172,1,584
024-0000174,1,597
024-0000175,1,596
024-0000176,1,596
024-0000177,1,593
024-0000178,1,597
024-0000179,1,607
024-0000180,1,593
024-0000181,1,597
024-0000182,1,597
024-0000183,1,605
024-0000184,1,598
024-0000185,1,586
024-0000186,1,633
024-0000187,1,585
024-0000188,1,585
024-0000195,1,586
024-0000196,1,587
024-0000198,1,598
024-0000200,1,606
024-0000201,1,620
024-0000204,1,601
024-0000205,1,592
024-0000207,1,601
024-0000210,1,603
024-0000216,1,604
024-0000225,1,599
024-0000228,1,632
024-0000230,1,590
024-0000231,1,630
024-0000232,1,584
024-0000233,1,585
024-0000234,1,600
024-0000236,1,634
024-0000237,1,586
024-0000238,1,586
024-0000239,1,585
024-0000240,1,596
024-0000241,1,605
024-0000242,1,587
024-0000243,1,633
024-0000244,1,584
024-0000245,1,584
024-0000246,1,585
024-0000247,1,588
024-0000248,1,629
024-0000249,1,603
024-0000250,1,635
024-0000251,1,581
024-0000252,1,632
024-0000253,1,581
024-0000254,1,583
024-0000255,1,584
024-0000256,1,600
024-0000258,1,597
024-0000259,1,586
024-0000260,1,637
024-0000261,1,586
024-0000262,1,597
024-0000263,1,618
024-0000264,1,600
024-0000265,1,624
024-0000266,1,584
024-0000268,1,581
024-0000269,1,582
024-0000270,1,583
024-0000271,1,590
024-0000272,1,592
024-0000273,1,632
024-0000274,1,593
024-0000278,1,597
024-0000279,1,597
024-0000280,1,606
024-0000285,1,599
024-0000288,1,611
024-0000289,1,585
024-0000290,1,585
024-0000291,1,632
024-0000292,1,585
024-0000293,1,585
024-0000294,1,635
024-0000295,1,583
024-0000296,1,581
024-0000298,1,597
024-0000299,1,632
024-0000300,1,632
024-0000301,1,585
024-0000310,1,585
024-0000311,1,631
024-0000312,1,584
024-0000320,1,620
024-0000321,1,604
024-0000323,1,595
024-0000324,1,597
024-0000325,1,622
024-0000326,1,632
024-0000328,1,596
024-0000329,1,632
024-0000330,1,595
024-0000332,1,630
024-0000333,1,594
024-0000334,1,622
024-0000335,1,593
024-0000340,1,602
024-0000343,1,602
024-0000350,1,593
024-0000351,1,633
024-0000352,1,596
024-0000353,1,594
024-0000354,1,596
024-0000355,1,594
024-0000356,1,633
024-0000357,1,633
024-0000358,1,583
024-0000359,1,582
024-0000360,1,592
024-0000361,1,596
024-0000362,1,589
024-0000363,1,596
024-0000365,1,633
024-0000366,1,583
024-0000367,1,584
024-0000368,1,600
024-0000369,1,578
024-0000370,1,593
024-0000371,1,599
024-0000372,1,598
024-0000384,1,598
024-0000389,1,597
024-0000394,1,613
024-0000395,1,635
024-0000396,1,587
024-0000398,1,589
024-0000399,1,582
024-0000400,1,589
024-0000401,1,633
024-0000402,1,593
024-0000403,1,593
024-0000405,1,588
024-0000407,1,603
024-0000408,1,604
024-0000410,1,630
024-0000411,1,605
024-0000414,1,603
024-0000415,1,605
024-0000418,1,603
024-0000420,1,602
024-0000421,1,603
024-0000422,1,605
024-0000424,1,607
024-0000425,1,603
024-0000426,1,604
024-0000430,1,602
024-0000432,1,603
024-0000433,1,602
024-0000434,1,606
024-0000436,1,602
024-0000438,1,603
024-0000439,1,603
024-0000450,1,588
024-0000451,5,633
024-0000452,1,582
024-0000453,1,582
024-0000454,1,633
024-0000456,1,618
024-0000457,1,585
024-0000458,1,585
024-0000459,1,597
024-0000460,1,582
024-0000461,1,582
024-0000462,1,597
024-0000466,1,603
024-0000469,1,585
024-0000478,1,603
024-0000485,1,631
024-0000495,1,627
024-0000496,1,588
024-0000497,1,588
024-0000498,1,601
024-0000499,1,600
024-0000500,1,633
024-0000501,1,602
024-0000504,1,602
024-0000513,1,613
024-0000522,1,619
024-0000523,1,620
024-0000532,1,605
024-0000533,1,605
024-0000546,1,599
024-0000554,1,596
024-0000555,1,630
024-0000564,1,603
024-0000565,1,633
024-0000567,1,599
024-0000569,1,599
024-0000570,1,600
024-0000577,1,604
024-0000587,1,615
024-0000591,1,619
024-0000596,1,589
024-0000610,1,625
024-0000621,1,622
024-0000622,1,594
024-0000645,1,607
024-0000646,1,609
024-0000647,1,611
024-0000652,1,601
024-0000653,1,602
024-0000654,1,602
024-0000655,1,602
024-0000656,1,602
024-0000657,1,600
024-0000658,1,602
024-0000659,1,603
024-0000660,1,600
024-0000661,1,600
024-0000662,1,606
024-0000664,1,628
024-0000665,1,628
024-0000695,1,583
024-0000696,1,620
024-0000711,1,603
024-0000717,1,613
024-0000741,1,603
024-0000742,1,608
024-0000751,1,604
024-0000755,1,613
024-0000759,1,613
024-0000760,1,614
024-0000761,1,614
024-0000762,1,614
024-0000763,1,617
024-0000774,1,633
024-0000775,1,637
024-0000778,1,604
024-0000779,1,598
024-0000784,1,604
024-0000785,1,601
024-0000786,1,603
024-0000789,1,600
024-0000816,1,601
024-0000835,1,632
024-0000845,1,632
024-0000847,1,600
024-0000850,1,593
024-0000851,1,590
024-0000852,1,595
024-0000853,1,592
024-0000854,1,614
024-0000859,1,590
024-0000860,1,610
024-0000872,1,600
024-0000874,1,600
024-0000875,1,608
024-0000878,1,601
024-0000879,1,604
024-0000897,1,599
024-0000900,1,590
024-0000901,1,641
024-0000904,1,635
024-0000905,1,644
024-0000908,1,635
024-0000909,1,643
024-0000913,1,627
024-0000917,1,648
024-0000921,1,640
024-0000925,1,645
024-0000928,1,639
024-0000929,1,631
024-0000932,1,628
024-0000933,1,624
024-0000936,1,624
024-0000937,1,632
024-0000941,1,644
024-0000945,1,625
024-0000947,1,627
024-0000949,1,613
024-0000950,1,625
024-0000951,1,621
024-0000953,1,594
024-0000955,1,627
024-0000956,1,634
024-0000958,1,630
024-0000959,1,586
024-0000960,1,633
024-0000961,1,591
024-0000962,1,592
024-0000963,1,611
024-0000964,1,611
024-0000965,1,645
024-0000966,1,596
024-0000967,1,635
024-0000968,1,602
024-0000969,1,599
024-0000971,1,626
024-0000977,1,599
024-0000978,1,602
024-0000979,1,602
024-0000980,1,603
024-0000981,1,604
024-0000982,1,606
024-0000987,1,597
024-0000988,1,603
024-0000989,1,602
024-0000990,1,603
024-0000994,1,609
024-0000996,1,608
024-0000999,1,595
024-0001000,1,633
024-0001002,1,591
024-0001004,1,634
024-0001008,1,631
024-0001012,1,637
024-0001016,1,633
024-0001020,1,635
024-0001024,1,635
024-0001026,1,596
024-0001028,1,633
024-0001101,1,582
024-0001103,1,635
024-0001105,1,583
024-0001107,1,595
024-0001111,1,625
024-0001120,1,638
024-0001129,1,595
024-0001130,1,630
024-0001131,1,594
024-0001154,1,599
024-0001155,1,602
024-0001156,1,603
024-0001157,1,599
024-0001158,1,599
024-0001159,1,594
024-0001168,1,601
024-0001177,1,600
024-0001189,1,598
024-0001190,1,600
024-0001198,1,598
024-0001222,1,626
024-0001223,1,626
024-0001236,1,630
024-0001265,1,586
024-0001268,1,598
024-0001269,1,600
024-0001300,1,639
024-0001325,1,629
024-0001348,1,633
024-0001411,1,627
024-0001414,1,631
024-0001441,1,628
024-0001447,1,633
024-0001452,1,630
024-0001458,1,601
024-0001468,1,600
024-0001474,1,628
024-0001478,1,625
024-0001500,1,637
024-0001501,1,637
024-0001504,1,642
024-0001505,1,644
024-0001508,1,637
024-0001512,1,645
024-0001513,1,637
024-0001516,1,643
024-0001517,1,643
024-0001520,1,646
024-0001521,1,637
024-0001524,1,606
024-0001525,1,646
024-0001528,1,639
024-0001529,1,646
024-0001532,1,645
024-0001533,1,644
024-0001545,1,629
024-0001548,1,629
024-0001567,1,628
024-0001600,1,640
024-0001604,1,639
024-0001617,1,646
024-0001635,1,632
024-0001645,1,630
024-0001647,1,627
024-0001651,1,586
024-0001654,1,599
024-0001658,1,598
024-0001662,1,601
024-0001663,1,604
024-0001664,1,602
024-0001665,1,602
024-0001685,1,599
024-0001689,1,599
024-0001805,1,637
024-0001818,1,627
024-0001821,1,643
024-0001822,1,644
024-0001825,1,636
024-0001829,1,643
024-0001833,1,641
024-0001837,1,644
024-0001841,1,648
024-0001845,1,637
024-0001849,1,646
024-0001853,1,640
024-0001854,1,647
024-0001857,1,640
024-0001859,1,598
024-0001862,1,644
024-0001871,1,629
024-0001879,1,599
024-0001881,1,598
024-0001897,1,607
024-0001962,1,604
024-0001995,1,624
024-0001996,1,627
024-0001997,1,627
024-0001998,1,627
024-0001999,1,627
024-0002000,1,643
024-0002001,1,626
024-0002002,1,624
024-0002003,1,627
024-0002004,1,596
024-0002005,1,596
024-0002006,1,597
024-0002007,1,597
024-0002145,1,595
024-0002154,1,598
024-0002225,1,631
024-0002245,1,633
024-0002259,1,616
024-0002260,1,617
024-0002424,1,602
024-0002425,1,600
024-0002426,1,602
024-0002444,1,611
024-0002455,1,626
024-0002456,1,626
024-0002457,1,625
024-0002459,1,626
024-0002460,1,626
024-0002461,1,627
024-0002462,1,624
024-0002463,1,606
024-0002464,1,628
024-0002465,1,624
024-0002466,1,627
024-0002468,1,627
024-0002500,1,595
024-0002501,1,596
024-0002502,1,597
024-0002503,1,596
024-0002505,1,601
024-0002506,1,601
024-0002514,1,628
024-0002540,1,616
024-0002543,1,601
024-0002564,1,600
024-0002565,1,609
024-0002566,1,603
024-0002567,1,600
024-0002568,1,602
024-0002569,1,600
024-0002599,1,603
024-0002600,1,603
024-0002601,1,582
024-0002602,1,582
024-0002605,1,595
024-0002699,1,595
024-0002768,1,609
024-0002769,1,606
024-0002770,1,605
024-0002772,1,606
024-0002773,1,609
024-0002801,1,631
024-0002804,1,595
024-0002805,1,594
024-0002806,1,595
024-0002807,1,596
024-0002808,1,595
024-0002809,1,622
024-0002844,1,633
024-0002912,1,633
024-0002916,1,633
024-0002920,1,632
024-0002924,1,633
024-0002954,1,625
024-0002956,1,594
024-0002965,1,607
024-0003000,1,637
024-0003004,1,639
024-0003008,1,639
024-0003012,1,639
024-0003147,1,629
024-0003154,1,627
024-0003177,1,629
024-0003232,1,624
024-0003256,1,596
024-0003333,1,615
024-0003355,1,629
024-0003395,1,613
024-0003396,1,613
024-0003397,1,612
024-0003398,1,612
024-0003399,1,613
024-0003459,1,603
024-0003460,1,606
024-0003461,1,604
024-0003462,1,610
024-0003564,1,600
024-0003565,1,628
024-0003625,1,629
024-0003652,1,619
024-0003659,1,620
024-0003951,1,606
024-0003971,1,629
024-0004100,1,596
024-0004123,1,628
024-0004200,1,593
024-0004452,1,616
024-0004455,1,627
024-0004562,1,604
024-0004587,1,609
024-0004588,1,606
024-0004628,1,629
024-0004753,1,606
024-0004754,1,608
024-0004755,1,630
024-0004756,1,601
024-0004797,1,631
024-0004852,1,600
024-0004871,1,608
024-0004872,1,605
024-0004873,1,607
024-0004874,1,605
024-0004875,1,605
024-0004876,1,605
024-0004877,1,605
024-0005100,1,634
024-0005231,1,605
024-0005232,1,606
024-0005233,1,606
024-0005239,1,608
024-0005413,1,624
024-0005426,1,608
024-0005461,1,630
024-0005472,1,608
024-0005521,1,630
024-0005541,1,628
024-0005582,1,618
024-0005641,1,640
024-0005648,1,601
024-0005649,1,602
024-0005681,1,603
024-0005683,1,593
024-0005685,1,601
024-0005689,1,599
024-0005784,1,606
024-0005785,1,618
024-0005789,1,597
024-0005980,1,608
024-0005999,1,596
024-0006236,1,606
024-0006248,1,607
024-0006250,1,609
024-0006321,1,630
024-0006353,1,608
024-0006354,1,608
024-0006358,1,619
024-0006411,1,628
024-0006458,1,598
024-0006511,1,624
024-0006541,1,599
024-0006549,1,628
024-0006554,1,600
024-0006594,1,629
024-0006598,1,606
024-0006599,1,600
024-0006635,1,617
024-0006647,1,618
024-0006651,1,618
024-0006654,1,600
024-0006655,1,629
024-0006698,1,619
024-0006842,1,610
024-0006892,1,606
024-0006941,1,627
024-0006974,1,630
024-0007114,1,630
024-0007165,1,606
024-0007166,1,605
024-0007167,1,605
024-0007174,1,627
024-0007412,1,629
024-0007438,1,619
024-0007453,1,606
024-0007463,1,608
024-0007464,1,608
024-0007465,1,608
024-0007553,1,616
024-0007554,1,611
024-0007742,1,618
024-0007743,1,618
024-0007744,1,617
024-0007774,1,611
024-0007824,1,610
024-0007845,1,629
024-0007854,1,606
024-0007855,1,607
024-0007856,1,606
024-0007857,1,607
024-0007873,1,637
024-0007881,1,622
024-0007882,1,611
024-0007883,1,611
024-0007884,1,609
024-0007885,1,608
024-0007886,1,613
024-0007887,1,609
024-0007894,1,627
024-0008002,1,626
024-0008251,1,618
024-0008411,1,627
024-0008416,1,631
024-0008424,1,630
024-0008452,1,630
024-0008510,1,609
024-0008511,1,609
024-0008512,1,607
024-0008513,1,607
024-0008514,1,608
024-0008515,1,612
024-0008516,1,608
024-0008517,1,608
024-0008518,1,609
024-0008521,1,619
024-0008541,1,630
024-0008543,1,609
024-0008544,1,607
024-0008574,1,613
024-0008579,1,613
024-0008590,1,610
024-0008591,1,609
024-0008592,1,610
024-0008593,1,611
024-0008596,1,609
024-0008597,1,611
024-0008599,1,609
024-0008629,1,620
024-0008630,1,618
024-0008631,1,609
024-0008632,1,607
024-0008633,1,606
024-0008634,1,606
024-0008635,1,606
024-0008729,1,608
024-0008743,1,619
024-0008745,1,624
024-0008752,1,603
024-0008753,1,602
024-0008773,1,610
024-0008833,1,618
024-0008845,1,630
024-0008854,1,629
024-0008855,1,617
024-0008888,1,605
024-0008900,1,596
024-0008954,1,616
024-0008955,1,619
024-0008956,1,617
024-0008965,1,605
024-0008966,1,605
024-0008967,1,605
024-0008988,1,601
024-0008989,1,605
024-0008990,1,605
024-0008991,1,606
024-0008992,1,605
024-0008993,1,607
024-0008994,1,603
024-0009001,1,632
024-0009002,1,641
024-0009011,1,625
024-0009041,1,642
024-0009081,1,629
024-0009135,1,646
024-0009212,1,638
024-0009246,1,629
024-0009254,1,607
024-0009255,1,605
024-0009256,1,605
024-0009257,1,605
024-0009258,1,605
024-0009259,1,605
024-0009260,1,606
024-0009326,1,607
024-0009372,1,636
024-0009411,1,631
024-0009412,1,630
024-0009416,1,629
024-0009441,1,637
024-0009456,1,600
024-0009521,1,606
024-0009522,1,607
024-0009523,1,608
024-0009524,1,604
024-0009525,1,607
024-0009526,1,607
024-0009527,1,606
024-0009531,1,628
024-0009534,1,613
024-0009535,1,629
024-0009548,1,627
024-0009559,1,595
024-0009563,1,601
024-0009612,1,619
024-0009631,1,607
024-0009632,1,608
024-0009633,1,607
024-0009634,1,607
024-0009635,1,606
024-0009636,1,609
024-0009637,1,609
024-0009638,1,607
024-0009639,1,608
024-0009640,1,608
024-0009652,1,600
024-0009653,1,604
024-0009654,1,611
024-0009658,1,593
024-0009659,1,595
024-0009660,1,591
024-0009661,1,591
024-0009682,1,609
024-0009685,1,613
024-0009690,1,611
024-0009741,1,642
024-0009745,1,615
024-0009746,1,615
024-0009796,1,615
024-0009797,1,614
024-0009798,1,614
024-0009812,1,625
024-0009855,1,617
024-0009856,1,599
024-0009876,1,621
024-0009880,1,597
024-0009884,1,615
024-0009885,1,607
024-0009887,1,633
024-0009915,1,609
024-0009932,1,608
024-0009963,1,620
024-0009977,1,619
024-0009985,1,627
024-0009987,1,629
024-0009988,1,628
024-0009995,1,630
024-0009999,1,613
024-0010589,1,598
024-0010590,1,611
024-0010965,1,599
024-0010966,1,598
024-0010967,1,598
024-0010968,1,598
024-0010969,1,598
024-0010970,1,599
024-0010971,1,600
024-0010972,1,598
024-0010973,1,600
024-0010974,1,630
024-0011144,1,622
024-0011334,1,631
024-0011462,1,627
024-0011497,1,630
024-0011542,1,627
024-0011553,1,623
024-0011566,1,627
024-0011668,1,623
024-0011775,1,627
024-0011777,1,601
024-0011778,1,600
024-0011959,1,623
024-0012128,1,627
024-0012136,1,607
024-0012222,1,613
024-0012345,1,600
024-0012594,1,633
024-0012597,1,631
024-0012601,1,632
024-0012602,1,632
024-0013132,1,627
